,Aktiv,Alles anstrengend,Alter,Andere kritisieren,BRS1,BRS2,BRS3,BRS4,BRS5,BRS6,Berufliche Ausbildung,Berufsgruppe,Desinteresse Politiker,Druck,Entspannt,Erwerbstätigkeit,Familienstand,Faulheit,Geburtsland,Geschlecht,Gesellig,Gruendlich,Hoechster Bildungsabschluss,IE_ext1,IE_ext2,IE_int1,IE_int2,Id,Leben genießen,Nationalitaet,Nervoes,Nervös,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Optimismus,Optimismus Zukunft,Pessimismus,Phantasievoll,Resilienz,Schlechter Schlaf,Schulabschluss,Verärgert,Wach,Wahlabsicht,Wahlteilnahme,Zufriedenheit Leben,Zufriedenheit Wahlergebnis,Zurueckhaltend,label,leicht Vertrauen,wenig kuenstlerisches Interesse,woechentlicheArbeitszeit,Ängstlich
501,,,45,,2,5,2,2,2,4,,3,,,,1,,,,2.0,,,,4,4,2,1,,,,,,,,4,,3,,,,3,,,,,,,,0,,,2,
502,,,32,,5,2,4,2,4,2,,3,,,,1,,,,1.0,,,,5,5,1,1,,,,,,,,6,,1,,,,4,,,,,,,,0,,,3,
503,,,50,,5,4,4,4,4,2,,1,,,,1,,,,2.0,,,,3,2,2,2,,,,,,,,5,,2,,,,3,,,,,,,,0,,,1,
504,,,43,,2,4,2,4,2,4,,3,,,,1,,,,2.0,,,,4,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
505,,,22,,1,3,5,2,5,2,,3,,,,1,,,,2.0,,,,4,3,1,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,1,
506,,,68,,4,2,4,2,4,2,,8,,,,1,,,,1.0,,,,4,5,2,2,,,,,,,,5,,3,,,,5,,,,,,,,0,,,1,
507,,,76,,4,3,4,3,4,3,,3,,,,2,,,,2.0,,,,5,5,1,1,,,,,,,,6,,2,,,,2,,,,,,,,0,,,3.0,
508,,,65,,2,2,2,4,4,4,,2,,,,2,,,,2.0,,,,2,3,4,2.0,,,,,,,,5,,2,,,,3,,,,,,,,0,,,3.0,
509,,,76,,5,2,5,2,4,2,,1,,,,2,,,,1.0,,,,2,3,2,1,,,,,,,,5,,2,,,,2,,,,,,,,0,,,3.0,
510,,,20,,5,2,5,2,5,2,,3,,,,1,,,,2.0,,,,5,4,1,2,,,,,,,,6,,2,,,,3,,,,,,,,0,,,1,
511,,,38,,5,1,4,1,5,1,,1,,,,1,,,,2.0,,,,4,5,1,1,,,,,,,,7,,1,,,,3,,,,,,,,0,,,3,
512,,,72,,4,1,4,4,2,4,,8,,,,2,,,,1.0,,,,5,4,1,1,,,,,,,,4,,2,,,,1,,,,,,,,0,,,3.0,
513,,,30,,4,4,4,5,2,2,,3,,,,1,,,,2.0,,,,4,3,1,2,,,,,,,,6,,2,,,,5,,,,,,,,0,,,3,
514,,,77,,5,4,2,4,2,4,,4,,,,2,,,,2.0,,,,4,2,2,1,,,,,,,,5,,2,,,,5,,,,,,,,0,,,3.0,
515,,,52,,5,2,4,2,4,2,,3,,,,2,,,,1.0,,,,4,2,1,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3.0,
516,,,19,,5,2,5,2,5,2,,8,,,,1,,,,1.0,,,,4,5,1,1,,,,,,,,7,,1,,,,3,,,,,,,,0,,,3,
517,,,44,,4,2,4,1,5,2,,3,,,,1,,,,1.0,,,,4,5,1,1,,,,,,,,7,,2,,,,3,,,,,,,,0,,,3,
518,,,62,,5,1,5,1,5,1,,3,,,,2,,,,2.0,,,,4,5,1,1,,,,,,,,7,,1,,,,3,,,,,,,,0,,,3.0,
519,,,75,,4,4,4,4,4,4,,8,,,,2,,,,2.0,,,,3,3,1,2,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3.0,
520,,,63,,4,5,4,2,4,4,,1,,,,2,,,,1.0,,,,4,4,1,1,,,,,,,,6,,3,,,,2,,,,,,,,0,,,3.0,
521,,,36,,4,2,4,4,4,2,,3,,,,1,,,,2.0,,,,4,4,2,2,,,,,,,,5,,2,,,,3,,,,,,,,0,,,2,
522,,,54,,4,2,4,2,4,2,,3,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,5,,4,,,,5,,,,,,,,0,,,3,
523,,,44,,2,5,2,5,2,4,,2,,,,1,,,,1.0,,,,3,3,1,1,,,,,,,,3,,4,,,,5,,,,,,,,0,,,3,
524,,,74,,2,4,1,4,2,4,,8,,,,2,,,,2.0,,,,4,4.0,2,2,,,,,,,,5,,4,,,,2,,,,,,,,0,,,3.0,
525,,,50,,4,2,4,2,4,2,,3,,,,1,,,,1.0,,,,3,4,2,3,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3,
526,,,73,,4,2,2,4,4,4,,2,,,,2,,,,1.0,,,,3,4,2,2,,,,,,,,4,,3,,,,5,,,,,,,,0,,,3.0,
527,,,60,,2,4,3,4,4,4,,3,,,,2,,,,2.0,,,,4,4,2,1,,,,,,,,5,,4,,,,2,,,,,,,,0,,,3.0,
528,,,47,,5,2,4,2,4,2,,8,,,,1,,,,2.0,,,,4,4,1,2,,,,,,,,5,,3,,,,4,,,,,,,,0,,,5,
529,,,70,,5,2,3,1,4,3,,2,,,,2,,,,1.0,,,,4.0,4.0,1,1,,,,,,,,6,,1,,,,5,,,,,,,,0,,,3.0,
530,,,58,,2,2,2,2,2,2,,3,,,,1,,,,2.0,,,,3,2,1,3,,,,,,,,4,,4,,,,3,,,,,,,,0,,,3,
531,,,28,,2,4,2,4,2,4,,1,,,,1,,,,1.0,,,,4,3,1,2,,,,,,,,4,,5,,,,3,,,,,,,,0,,,3,
532,,,27,,4,1,4,1,4,1,,3,,,,1,,,,2.0,,,,3,4,2,2,,,,,,,,5,,3,,,,4,,,,,,,,0,,,3,
533,,,41,,5,4,5,2,4,2,,7,,,,2,,,,2.0,,,,3,4,2,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3.0,
534,,,58,,5,2,5,2,5,4,,5,,,,1,,,,1.0,,,,3,3,1,1,,,,,,,,6,,6,,,,5,,,,,,,,0,,,5,
535,,,62,,4,2,2,2,4,2,,4,,,,1,,,,1.0,,,,4,4,2,1,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3,
536,,,48,,4,4,2,2,4,4,,5,,,,1,,,,2.0,,,,4.0,4.0,2,2.0,,,,,,,,5,,3,,,,4,,,,,,,,0,,,1,
537,,,23,,2,1,4,2,2,4,,1,,,,1,,,,1.0,,,,4,3,1,1,,,,,,,,4,,2,,,,4,,,,,,,,0,,,3,
538,,,42,,4,2,4,2,4,2,,3,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,2,
539,,,32,,4,1,4,1,4,1,,3,,,,1,,,,1.0,,,,3,5,2,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
540,,,22,,5,2,4,2,5,2,,1,,,,1,,,,1.0,,,,3,5,2,1,,,,,,,,7,,2,,,,2,,,,,,,,0,,,3,
541,,,76,,4,2,4,4,4,2,,3,,,,2,,,,2.0,,,,3,5,2,1,,,,,,,,3,,4,,,,2,,,,,,,,0,,,3.0,
542,,,45,,4,4,4,4,4,4,,3,,,,2,,,,2.0,,,,3,3,2,2,,,,,,,,4,,3,,,,3,,,,,,,,0,,,3.0,
543,,,56,,5,2,5,2,4,2,,2,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,6,,2,,,,3,,,,,,,,0,,,4,
544,,,31,,2,2,4,4,2,4,,3,,,,1,,,,2.0,,,,3,2,3,3,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
545,,,18,,4,4,5,2,4,2,,7,,,,2,,,,2.0,,,,3,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3.0,
546,,,18,,2,4,5,4,2,2,,8,,,,1,,,,1.0,,,,2,4,3,1,,,,,,,,4,,3,,,,3,,,,,,,,0,,,3,
547,,,49,,4,2,4,2,4,2,,8,,,,1,,,,2.0,,,,3,4,1,2,,,,,,,,4,,5,,,,2,,,,,,,,0,,,3,
548,,,55,,4,4,2,4,3,3,,8,,,,1,,,,2.0,,,,4,5,2,1,,,,,,,,2,,4,,,,2,,,,,,,,0,,,1,
549,,,47,,5,2,5,2,4,2,,8,,,,1,,,,1.0,,,,5,5,2,2,,,,,,,,5,,6,,,,2,,,,,,,,0,,,4,
550,,,21,,5,2,5,2,4,2,,3,,,,1,,,,2.0,,,,4,4,2,1,,,,,,,,4,,6,,,,4,,,,,,,,0,,,3.0,
551,,,67,,5,5,5,1,5,5,,8,,,,2,,,,2.0,,,,5,5,1,1,,,,,,,,7,,1,,,,5,,,,,,,,0,,,3.0,
552,,,37,,2,4,2,4,2,5,,4,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,4,,5,,,,5,,,,,,,,0,,,3,
553,,,61,,5,5,5,1,5,1,,3,,,,2,,,,1.0,,,,5,5,1,1,,,,,,,,7,,1,,,,3,,,,,,,,0,,,3.0,
554,,,33,,4,2,4,2,4,2,,1,,,,1,,,,2.0,,,,4,4,1,2,,,,,,,,4,,3,,,,2,,,,,,,,0,,,2,
555,,,35,,2,2,4,4,4,2,,4,,,,1,,,,2.0,,,,4,4,2,1,,,,,,,,4,,2,,,,5,,,,,,,,0,,,2,
556,,,41,,4,2,4,2,4,1,,3,,,,1,,,,1.0,,,,3,3,2,2,,,,,,,,6,,3,,,,5,,,,,,,,0,,,3,
557,,,40,,5,1,5,2,4,2,,3,,,,1,,,,2.0,,,,4,3,2,2,,,,,,,,2,,2,,,,5,,,,,,,,0,,,3,
558,,,75,,3,2,4.0,4,4,2,,2,,,,2,,,,1.0,,,,4,2,2,1,,,,,,,,4,,5,,,,3,,,,,,,,0,,,3.0,
559,,,25,,4,4,2,2,4,4,,5,,,,1,,,,2.0,,,,4,2,2,2,,,,,,,,5,,3,,,,5,,,,,,,,0,,,3,
560,,,43,,2,4,2,4,2,4,,3,,,,1,,,,2.0,,,,2,1,2,3,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
561,,,25,,5,2,4,2,4,2,,1,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,6,,2,,,,2,,,,,,,,0,,,3,
562,,,51,,2,4,2,4,2,4,,5,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,6,,4,,,,5,,,,,,,,0,,,4,
563,,,48,,2,4,1,4,4,4,,3,,,,1,,,,2.0,,,,3,3,2,3,,,,,,,,4,,3,,,,4,,,,,,,,0,,,3,
564,,,61,,4,4,4,5,2,4,,3,,,,1,,,,1.0,,,,2,4,3,1,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3,
565,,,40,,4,2,4,4,4,2,,3,,,,1,,,,1.0,,,,3,4,2,1,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
566,,,78,,3,3,3,3,3,2,,3,,,,2,,,,2.0,,,,2,5,2,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
567,,,24,,5,1,5,1,5,2,,3.0,,,,2,,,,2.0,,,,5,5,1,1,,,,,,,,6,,4,,,,3.0,,,,,,,,0,,,3.0,
568,,,43,,4,4,4,2,4,2,,1,,,,1,,,,1.0,,,,5,4,1,1,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3,
569,,,61,,5,2,5,2,5,2,,1,,,,2,,,,1.0,,,,5,3,1,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
570,,,66,,4,3,3,2,3,2,,3,,,,1,,,,1.0,,,,4,5,2,1,,,,,,,,6,,1,,,,4,,,,,,,,0,,,3.0,
571,,,27,,3,4,3,3,4,4,,7,,,,2,,,,1.0,,,,4.0,4.0,3,3,,,,,,,,4,,4,,,,5,,,,,,,,0,,,3.0,
572,,,18,,2,2,4,2,2,2,,7,,,,2,,,,2.0,,,,5,3,1,1,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
573,,,57,,4,2,2,4,4,2.0,,3,,,,1,,,,2.0,,,,3,4,2,2.0,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
574,,,56,,5,2,4,2,5,1,,3,,,,1,,,,2.0,,,,4,5,1,1,,,,,,,,5,,2,,,,5,,,,,,,,0,,,3,
575,,,79,,4,2,4,2,4,2,,3,,,,2,,,,2.0,,,,5,3,2,3,,,,,,,,5,,1,,,,3,,,,,,,,0,,,3.0,
576,,,46,,5,1,5,1,5,1,,3,,,,1,,,,2.0,,,,5,5,1,1,,,,,,,,7,,1,,,,4,,,,,,,,0,,,3,
577,,,68,,1,4,1,4,2,5,,7,,,,2,,,,2.0,,,,3,2,3,2,,,,,,,,5,,5,,,,2,,,,,,,,0,,,3.0,
578,,,39,,5,1,5,1,5,1,,3,,,,1,,,,1.0,,,,5,5,1,1,,,,,,,,7,,1,,,,4,,,,,,,,0,,,3,
579,,,80,,1,5,1,5,2,4,,7,,,,2,,,,2.0,,,,4,3,2,1,,,,,,,,2,,6,,,,2,,,,,,,,0,,,3.0,
580,,,71,,2,2,4,1,2,4,,2,,,,2,,,,1.0,,,,4,3,1,2,,,,,,,,6,,1,,,,4,,,,,,,,0,,,3.0,
581,,,38,,2,2,2,4,2,4,,3,,,,1,,,,2.0,,,,4,4,3,3,,,,,,,,5,,5,,,,4,,,,,,,,0,,,2,
582,,,68,,2,5,1,5,2,5,,3,,,,2,,,,2.0,,,,2,1,4,3,,,,,,,,2,,6,,,,2,,,,,,,,0,,,3.0,
583,,,55,,5,5,5,1,5,1,,2,,,,1,,,,1.0,,,,5,4,1,1,,,,,,,,7,,1,,,,4,,,,,,,,0,,,3,
584,,,33,,4,2,4,2,4,2,,1,,,,1,,,,1.0,,,,3,3,1,1,,,,,,,,5,,3,,,,4,,,,,,,,0,,,3,
585,,,26,,4,4,3,4,4,2,,3,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,4,,4,,,,4,,,,,,,,0,,,2,
586,,,52,,4,3,4,3,4,2,,4,,,,1,,,,2.0,,,,3,3,1,1,,,,,,,,6,,2,,,,5,,,,,,,,0,,,4,
587,,,76,,4,1,4,2,4,2,,2,,,,2,,,,1.0,,,,4,3,2,2,,,,,,,,5.0,,2,,,,5,,,,,,,,0,,,3.0,
588,,,58,,5,1,5,1,5,1,,3,,,,2,,,,2.0,,,,3,4,1,1,,,,,,,,5,,2,,,,2,,,,,,,,0,,,3.0,
589,,,29,,2,2,2,4,2,4,,3,,,,1,,,,1.0,,,,3,2,2,3,,,,,,,,4,,4,,,,3,,,,,,,,0,,,3,
590,,,63,,2,4,2,2,4,4,,2,,,,2,,,,1.0,,,,4,3,1,2,,,,,,,,4,,4,,,,2,,,,,,,,0,,,3.0,
591,,,40,,4,4,2,2.0,4,2.0,,4,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,3,,5,,,,5,,,,,,,,0,,,4,
592,,,76,,2,4,2,4,1,4,,8,,,,2,,,,1.0,,,,3,2,2,4,,,,,,,,2,,6,,,,2,,,,,,,,0,,,3.0,
593,,,31,,4,2,4,2,4,1,,3,,,,1,,,,2.0,,,,3,4,2,1,,,,,,,,7,,1,,,,5,,,,,,,,0,,,5,
594,,,61,,4,2,4,2,4,2,,3,,,,1,,,,2.0,,,,4,4,1,1,,,,,,,,6,,2,,,,5,,,,,,,,0,,,3,
595,,,58,,4,4,2,4,2,4,,3,,,,2,,,,1.0,,,,4,4,1,1,,,,,,,,5,,3,,,,4,,,,,,,,0,,,3.0,
596,,,38,,5,4,5,5,4,1,,3,,,,1,,,,1.0,,,,3,2,2,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
597,,,45,,4,2,4,2,4,2,,3,,,,1,,,,1.0,,,,3,4,2,2,,,,,,,,4,,5,,,,4,,,,,,,,0,,,3,
598,,,68,,4,2,4,2,4,4,,3,,,,2,,,,1.0,,,,1,1,2,3,,,,,,,,2,,6,,,,3,,,,,,,,0,,,3.0,
599,,,58,,4,2,5,2,4,2,,8,,,,1,,,,1.0,,,,3,4,1,2,,,,,,,,6,,4,,,,2,,,,,,,,0,,,5,
600,,,36,,4,2,2,2,4,2,,4,,,,1,,,,2.0,,,,4,3,2,2,,,,,,,,5,,3,,,,5,,,,,,,,0,,,3,
601,,,51,,4,2,4,1,4,2,,4,,,,1,,,,1.0,,,,4.0,4,1,2,,,,,,,,6,,2,,,,5,,,,,,,,0,,,4,
602,,,27,,5,1,5,3,5,2,,1,,,,1,,,,1.0,,,,3,3,1,2,,,,,,,,6,,2,,,,2,,,,,,,,0,,,3,
603,,,80,,4,1,5,1,4,1,,3,,,,2,,,,2.0,,,,5,3,2,1,,,,,,,,5,,5,,,,3.0,,,,,,,,0,,,3.0,
604,,,29,,5,1,4,2,4,1,,5,,,,1,,,,1.0,,,,5,3,2,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,4,
605,,,59,,4,1,4,2,4,4,,1,,,,2,,,,1.0,,,,4,3,2,2,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3.0,
606,,,77,,5,2,4,2,4,2,,4,,,,2,,,,1.0,,,,3,4,1,2,,,,,,,,6,,1,,,,3,,,,,,,,0,,,3.0,
607,,,51,,4,4,4,4,4,4,,3,,,,2,,,,2.0,,,,3,4,1,2,,,,,,,,4,,3,,,,3,,,,,,,,0,,,3.0,
608,,,33,,3,4,2,1,2,4,,3,,,,1,,,,2.0,,,,3,2,2,2,,,,,,,,5,,4,,,,5,,,,,,,,0,,,2,
609,,,85,,5,2,4,2,5,4,,2,,,,2,,,,1.0,,,,5,5,2,1,,,,,,,,7,,1,,,,2,,,,,,,,0,,,3.0,
610,,,56,,5,1,5,2,5,2,,3,,,,1,,,,2.0,,,,5,3,1,1,,,,,,,,4,,3,,,,4,,,,,,,,0,,,3,
611,,,30,,5,2,5,2,5,2,,8,,,,1,,,,2.0,,,,1,1,3,3,,,,,,,,2,,5,,,,4,,,,,,,,0,,,5,
612,,,62,,5,2,4,2,4,1,,7,,,,2,,,,2.0,,,,3,2,2,2,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
613,,,53,,2,1,1,4,4,4,,1,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,4,,2,,,,3,,,,,,,,0,,,4,
614,,,34,,4,2,2,4,4,4,,3,,,,1,,,,2.0,,,,3,2,2,1,,,,,,,,6,,2,,,,4,,,,,,,,0,,,4,
615,,,41,,5,2,5,2,5,2,,4,,,,1,,,,1.0,,,,2,5,2,1,,,,,,,,6,,4,,,,3,,,,,,,,0,,,5,
616,,,88,,2,5,2,5,2,5,,5,,,,2,,,,2.0,,,,1,2,4,3,,,,,,,,2,,6,,,,2,,,,,,,,0,,,3.0,
617,,,51,,5,1,5,2,5,1,,2,,,,1,,,,2.0,,,,5,4,1,1,,,,,,,,5,,2,,,,4,,,,,,,,0,,,4,
618,,,63,,5,4,4,5,4,4,,3,,,,1,,,,1.0,,,,4,4,1,1,,,,,,,,3,,4,,,,1,,,,,,,,0,,,5,
619,,,52,,2,4,1,4,1,4,,2,,,,2,,,,1.0,,,,2,2,4,3,,,,,,,,2,,4,,,,4,,,,,,,,0,,,3.0,
620,,,79,,4,4,4,2,5,2,,4,,,,2,,,,2.0,,,,4,3,1,2,,,,,,,,4,,4,,,,5,,,,,,,,0,,,3.0,
621,,,55,,4,2,4,2,4,2,,2,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,5,,3,,,,5,,,,,,,,0,,,5,
622,,,79,,3,2,3,4,3,4,,8,,,,2,,,,2.0,,,,4,3,3,3,,,,,,,,6,,1,,,,4,,,,,,,,0,,,3.0,
623,,,73,,5,2,5,4,4,2,,4,,,,2,,,,2.0,,,,5,5,1,1,,,,,,,,7,,3,,,,5,,,,,,,,0,,,3.0,
624,,,36,,2,2,2,2,2,4,,3,,,,1,,,,1.0,,,,4,1,1,3,,,,,,,,3,,4,,,,4,,,,,,,,0,,,4,
625,,,41,,4,2,4,2,4,2,,8,,,,1,,,,1.0,,,,4,4,1,1,,,,,,,,6,,1,,,,4,,,,,,,,0,,,5,
626,,,47,,2,4,2,5,2,4,,3,,,,1,,,,2.0,,,,2,3,2,2,,,,,,,,4,,4,,,,2,,,,,,,,0,,,3,
627,,,71,,4,2,4,2,4,2,,1,,,,2,,,,1.0,,,,4,3,2,2,,,,,,,,3,,3,,,,2,,,,,,,,0,,,3.0,
628,,,46,,4,2,4,5,5,5,,8,,,,1,,,,1.0,,,,4,3,1,2,,,,,,,,6,,1,,,,3,,,,,,,,0,,,5,
629,,,44,,2,4,2,4,2,4,,3,,,,2,,,,2.0,,,,3,2,2,3,,,,,,,,3,,6,,,,3,,,,,,,,0,,,3.0,
630,,,52,,2,4,2,4,2,5,,1,,,,1,,,,1.0,,,,2,3,1,2,,,,,,,,4,,4,,,,2,,,,,,,,0,,,4,
631,,,19,,3,2,4,4,4,2,,3,,,,1,,,,2.0,,,,3,4,2,1,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
632,,,61,,5,1,5,1,5,2,,2,,,,1,,,,2.0,,,,4,4,1,1,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
633,,,43,,4,2,4,4,4,2,,1,,,,2,,,,1.0,,,,2,4,1,3,,,,,,,,4,,3,,,,2,,,,,,,,0,,,3.0,
634,,,22,,5,1,4,1,4,1,,7,,,,2,,,,2.0,,,,4,5,1,1,,,,,,,,7,,1,,,,4,,,,,,,,0,,,3.0,
635,,,29,,4,2,3,3,3,3,,3,,,,1,,,,2.0,,,,4,5,1,1,,,,,,,,6,,1,,,,4,,,,,,,,0,,,2,
636,,,34,,2,4,1,2,1,5,,3,,,,1,,,,1.0,,,,3,3,2,2,,,,,,,,7,,4,,,,4,,,,,,,,0,,,3,
637,,,67,,1,4,1,5,1,5,,3,,,,2,,,,2.0,,,,4,3,1,2,,,,,,,,5,,4,,,,3,,,,,,,,0,,,3.0,
638,,,57,,2,2,2,2,4,2,,1,,,,2,,,,1.0,,,,5,3,2,2,,,,,,,,4,,7,,,,2,,,,,,,,0,,,3.0,
639,,,54,,4,2,4,2,4,2,,1,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3,
640,,,27,,5,1,5,1,5,1,,2,,,,1,,,,2.0,,,,4,4,1,1,,,,,,,,6,,1,,,,4,,,,,,,,0,,,4,
641,,,38,,4,1,5,2,4,1,,3,,,,2,,,,2.0,,,,4,4,1,1,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3.0,
642,,,80,,2,4,2,4,2,5,,8,,,,2,,,,2.0,,,,5,3,1,1,,,,,,,,7,,2,,,,2,,,,,,,,0,,,3.0,
643,,,64,,4,2,4,2,4,2,,2,,,,1,,,,1.0,,,,4,4,2,2,,,,,,,,5,,2,,,,3,,,,,,,,0,,,3,
644,,,49,,4,2,4,1,4,2,,3,,,,1,,,,2.0,,,,3,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
645,,,32,,5,1,4,2,5,1,,3,,,,2,,,,2.0,,,,4,4,2,2,,,,,,,,7,,2,,,,5,,,,,,,,0,,,3.0,
646,,,62,,2,2,2,1,4,5,,1,,,,1,,,,1.0,,,,3,4,2,2,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3,
647,,,54,,1,4,2,5,2,4,,3,,,,1,,,,2.0,,,,3,3,2,2,,,,,,,,4,,4,,,,3,,,,,,,,0,,,3,
648,,,36,,5,2,5,2,4,2,,3,,,,1,,,,1.0,,,,3,4,2,2,,,,,,,,6,,1,,,,5,,,,,,,,0,,,4,
649,,,56,,2,2,2,4,4,4,,4,,,,1,,,,1.0,,,,4,4,2,4,,,,,,,,5,,4,,,,2,,,,,,,,0,,,3,
650,,,59,,5,2,5,1,5,1,,5,,,,2,,,,1.0,,,,3,3,1,1,,,,,,,,5,,3,,,,4,,,,,,,,0,,,3.0,
651,,,28,,5,2,5,2,5,2,,3,,,,1,,,,1.0,,,,3,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,4,
652,,,60,,2,5,2,4,4,2,,4,,,,2,,,,2.0,,,,5,4,1,2,,,,,,,,3,,2,,,,5,,,,,,,,0,,,3.0,
653,,,66,,5,4,4,2,4,2,,1,,,,2,,,,1.0,,,,3,3,1,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,3.0,
654,,,58,,4,5,4,4,3,1,,3,,,,1,,,,2.0,,,,3,4,1,2,,,,,,,,4,,4,,,,3,,,,,,,,0,,,3,
655,,,37,,4,2,4,2,3,2,,4,,,,2,,,,2.0,,,,3,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3.0,
656,,,74,,3,3,3,3,3,3,,2,,,,2,,,,1.0,,,,4,5,1,2,,,,,,,,5,,5,,,,3,,,,,,,,0,,,3.0,
657,,,46,,2,2,1,2,2,2,,1,,,,1,,,,2.0,,,,5,4,1,1,,,,,,,,6,,1,,,,3,,,,,,,,0,,,2,
658,,,77,,4,2,4,3,4,4,,2,,,,2,,,,1.0,,,,3,3,1,2,,,,,,,,5,,3,,,,2,,,,,,,,0,,,3.0,
659,,,74,,4,4,4,2,2,4,,4,,,,2,,,,2.0,,,,3,3,3,3,,,,,,,,5,,3,,,,5,,,,,,,,0,,,3.0,
660,,,30,,5,2,4,2,4,2,,3,,,,1,,,,1.0,,,,3,3,2,1,,,,,,,,6,,4,,,,4,,,,,,,,0,,,4,
661,,,46,,2,2,2,4,2,2,,3,,,,1,,,,2.0,,,,3,4,3,2,,,,,,,,5,,2,,,,4,,,,,,,,0,,,3,
662,,,53,,2,4,2,2,4,2,,3,,,,1,,,,1.0,,,,4,5,1,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
663,,,77,,1,4,1,4,2,5,,1,,,,2,,,,1.0,,,,2,3,3,4,,,,,,,,2,,5,,,,2,,,,,,,,0,,,3.0,
664,,,44,,4,4,2,4,4,2,,2,,,,1,,,,1.0,,,,3,4,2,1,,,,,,,,4,,4,,,,5,,,,,,,,0,,,4,
665,,,44,,4,2,4,2,4,2,,4,,,,1,,,,2.0,,,,4,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,4,
666,,,75,,4,1,5,2,5,2,,4,,,,2,,,,2.0,,,,4,2,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3.0,
667,,,77,,4,2,4,2,4,2,,8,,,,2,,,,1.0,,,,3,3,2,3,,,,,,,,4,,4,,,,2,,,,,,,,0,,,3.0,
668,,,26,,5,1,4,1,5,1,,3,,,,1,,,,2.0,,,,3,5,1,2,,,,,,,,6,,2,,,,3,,,,,,,,0,,,3,
669,,,50,,2,2,2,5,2,2,,2,,,,1,,,,2.0,,,,3,4,2,2,,,,,,,,4,,4,,,,5,,,,,,,,0,,,4,
670,,,77,,4,2,5,2,4,2,,3,,,,2,,,,2.0,,,,2,4,2,1,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3.0,
671,,,23,,3,2,3,4,4,2,,3,,,,1,,,,2.0,,,,2,2,3,3,,,,,,,,5,,3,,,,3,,,,,,,,0,,,3,
672,,,39,,3,2,3,3,4,3,,3,,,,1,,,,2.0,,,,4,5,2,2.0,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3,
673,,,24,,4,2,4,2,4,2,,3,,,,1,,,,1.0,,,,4,4,1,1,,,,,,,,6,,2,,,,2,,,,,,,,0,,,5,
674,,,72,,4,2,4.0,4,2,2,,3,,,,2,,,,2.0,,,,3,4,2,2,,,,,,,,4,,2,,,,3,,,,,,,,0,,,3.0,
675,,,59,,4,2,4,1,5,1,,2,,,,1,,,,1.0,,,,4,4,1,1,,,,,,,,6,,2,,,,3,,,,,,,,0,,,5,
676,,,75,,4,4,4,2,2,2,,3,,,,2,,,,2.0,,,,4,4,2,2,,,,,,,,6,,2,,,,4,,,,,,,,0,,,3.0,
