,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz,label
467,GBS-29585,,-1.0369973945473194,1.2608583219782965,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,1.7280919810499729,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,-1.7041206253972043,1
414,GBS-27920,,-1.0369973945473194,0.22589425870333982,-3.225203411570322,-5.671152601630987,-0.5734657706531676,0.977465930116216,4.0,-0.8305182273380257,-0.4456216393135642,2.1298687587738345,2.6710334803274143,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,-0.3111846724384411,1
91,GBS-09714,,-1.0369973945473194,0.9848679051049747,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,-1.7041206253972043,1
485,GBS-30551,NEGATIV,0.9643225771425686,-1.154057825663269,0.3100579629838321,0.17633099834280683,1.176664050478243,-1.6281876588547775,6.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,-1.3184811925548046,3.0,3.0,3.0,2.0,0,0.3186954528873749,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,-0.3111846724384411,1
125,GBS-12802,NEGATIV,-1.0369973945473194,1.191860717759966,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,-0.3111846724384411,1
561,GBS-34889,,0.9643225771425686,0.7088774882316529,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-0.15779101750491065,1.5791827475854763,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,1.0,2.4746872334790853,1
12,GBS+00180,POSITIV,0.9643225771425686,-0.4640817834799646,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,0.613294767538716,2.0,2.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.8676231864378487,1
315,GBS-23032,NEGATIV,0.9643225771425686,0.9848679051049747,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,0.4211112862351195,-0.15779101750491065,1.5791827475854763,4.0,3.0,3.0,2.0,0,0.3186954528873749,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,-1.7041206253972043,1
578,GBS-36088,NEGATIV,0.9643225771425686,1.0538655093233051,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,4.0,5.0,3.0,-1.7041206253972043,1
451,GBS-29060,,0.9643225771425686,-1.016062617226608,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,-0.15779101750491065,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0,-0.3111846724384411,1
238,GBS-18976,,0.9643225771425686,-0.05009615816998195,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,9.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,1.5791827475854763,2.0,3.0,2.0,3.0,0,0.3186954528873749,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0817512805203222,1
435,GBS-28597,NEGATIV,0.9643225771425686,1.8818367599432704,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,8.0,-0.8305182273380257,3.440364100552313,-1.2876461863035953,-1.1007325167823525,0.613294767538716,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,4.0,5.0,2.0,-0.3111846724384411,1
463,GBS-29457,POSITIV,0.9643225771425686,1.674843947288279,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,0.613294767538716,4.0,2.0,3.0,2.0,0,0.3186954528873749,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,-0.3111846724384411,1
143,GBS-13246,NEGATIV,0.9643225771425686,-0.05009615816998195,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,5.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,2.0,2.0,2.0,3.0,0,0.3186954528873749,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,-1.7041206253972043,1
312,GBS-22690,,-1.0369973945473194,-1.154057825663269,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-1.6281876588547775,4.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,0.613294767538716,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,-0.3111846724384411,1
14,GBS+00199,,-1.0369973945473194,-0.8780674087899473,0.3100579629838321,0.17633099834280683,-0.5734657706531676,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0817512805203222,1
544,GBS-34108,,0.9643225771425686,1.81283915572494,0.3100579629838321,0.17633099834280683,1.176664050478243,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,-1.1007325167823525,-2.284369172601565,4.0,3.0,3.0,2.0,1,0.3186954528873749,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,-1.7041206253972043,1
442,GBS-28707,,-1.0369973945473194,1.2608583219782965,0.3100579629838321,0.17633099834280683,1.176664050478243,-0.32536086436928074,1.0,-0.8305182273380257,-0.4456216393135642,-1.2876461863035953,0.7851504817725311,-0.35259321250804426,4.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,-0.3111846724384411,1
208,GBS-17080,,-1.0369973945473194,-1.016062617226608,0.3100579629838321,0.17633099834280683,-0.5734657706531676,0.977465930116216,2.0,-0.8305182273380257,-0.4456216393135642,-0.4332674500342379,0.7851504817725311,-0.35259321250804426,3.0,3.0,3.0,2.0,0,0.3186954528873749,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0817512805203222,1
